# superneo_ring_v1
modulus,18446744069414584321
d,54
cases,48
mul,0,11664487699085246847:1947774572717245858:5513580664176860361:2053089286701549476:11505058410239014179:15732748993624847734:4990835255654936845:3320014677457392536:9452654374057450247:3221905722074348170:13842068888886460817:858555867609364172:12020384598536230699:1685987006539426014:4661369224142295637:15341909780868523328:9219771031048031631:1687164372471043186:16066478093229844313:12737577728290509556:129167456442622515:3345385574347526470:11506617980016166045:4818666146829284328:14435962612432779543:825385357180072794:15919328924949802529:15509287645481516060:8681598047410550331:10020567612180106926:12178727789486794725:14623102191019810704:17258715322242776479:6099637529437419330:909956478605915625:12741068316042613316:11730355405224522563:2061587825973608726:1970565895230315565:3023947700143949880:15460305152356596519:4202031136269680682:1733848316065980081:2078509520147133804:17500243850595432779:18050699058237147262:6937369412397269365:555833588146589152:1448450365514600879:8666069540200689170:8573729178761889913:3436451291398079892:14813896519722985555:398083777735132390,11309243596751154460:15601020595069834043:1987393477152729006:16090094059638394085:387596935293624464:666793978383461023:11418506204839419970:15561247674374286057:13608407621218231108:4364239528813244483:17020655242645322262:16506887779451281709:15714905922099325240:2550869564619819047:800504146268014890:658795102161482673:851565222424241772:5321340318386296395:17242531153855816062:10095872860406769269:12951484356977725152:15395748099691691695:8728965634185025298:2052403184603315577:12130751913416414868:2239359357871793491:8781550638585757158:8643241347225975997:7044602223205233032:1696666635622002231:13579665679373789690:4719597067095648321:1160631056395260860:10792489873761107291:13567469742976282446:16481682767718614021:2222971328805548336:4454758809993737919:8005488408687387106:4071230612195382281:16822935077631196644:4230321732118363747:4991064849180399030:16019202166379813965:3160661591631474136:17367565775762077767:4289079058408480458:13646760649151357137:16953319428817417484:2261469968615245931:16598215913812103454:2073335343156946325:16446109674991437696:15050375834843288271,8856333799035683676:4396680389638578275:13663366112233195142:7046549807660048102:15800403116158782925:130032646234331137:2191833428186491253:4766457863327939570:523685127453439639:13370206310640621277:4097145492400263291:9953869636951242111:9112713229107449285:14453225099942280929:11017764785366843037:16852954249413915778:2993766168479326612:9084461238089491460:13088477532866509335:18045366413878214481:7684607845490675363:712105958271501710:10218220642042423546:8307998739467907906:17158538106378337245:10507042748855774069:16042346057551106724:4535884042248452912:14599986305309059752:301178174918147632:14268777119548790552:18009063274942789219:10361207808514835553:6789957249487595895:4042642614228255756:15020725633863212081:13801538231547101768:1190126330611281129:8795440662665812160:5831491327168504014:5303306625257492816:2584585601319871985:7438661658943709895:8753920714127188234:11138135275236706691:7466746255177115864:4189176817332101085:5956701170941397641:434929889085070862:4117175907873273043:1795420492702550926:8341283465033963073:3952037528568256966:15862638409148844415,8856333799035683676
mul,1,3745859015135852477:4636283868508573832:658635649917559095:11336708235393966330:16124402065184543553:4173539334919971516:7288896769204559963:245974561471288910:13887364283947835141:17372821902800498736:16523817072660728255:5199953173458401506:7570820520213389065:7389372540786568420:9690950325980709219:16344743535445482678:3154028734506587981:9310544417638354136:14995035904305490759:4367028027042076106:6928301106151230417:15099324246749758476:15704144410888334187:17083711649917859870:3784367984265363605:3216520800363611776:5570389672265655759:10042439404659201970:14949157782385899929:16806442463996151860:2513961910490545779:11191640894512105606:5359295383391337181:14232152430504033576:2263168936751307095:7112209971383738010:3885827788956026977:16765453880295676252:14597795511749139067:10282753143726304750:18345119376881477157:11539618787798044880:12849953578189383135:4660843371348134530:13209832488879282217:14066564816003159940:7621459282324971395:17570551219964495958:3695165781624414829:11961791937683546488:16629799495861087079:17105995373476526954:7049885667660957937:10253221878006031020,994067245523763378:10112604989166677657:17727126994993862964:17470975837146348403:5528083823242002822:1789531484171698141:10277304171382414888:15151646057758729815:1816210299265378202:9481500634613488993:6200794922261400156:15724855647306364795:14271752088502257390:4562757885114288933:5038401931147825616:14579040287556702943:6059584137901863810:3830038069299531049:7879087627000047748:4390948820640226435:10683384244034715990:9824361121977345901:18342375896158339704:9870952214367041639:6165820928983319658:4569265225180519921:5392110849531990956:17648423533313690251:7273596365770838206:15522948277564306613:2375577973284261920:8947104515984783087:18146614326775937618:3574752086183358393:2998289146202500052:2278318841747759507:14324761395547313446:15173217917894693629:12035793222083140296:9821620868336070263:5726804686112798010:17263853414167618177:11096705650481205500:11920599357744349595:8810624502787255950:7141269825666458181:18050970095290499696:1478240389538365183:12892681608581190946:3000065041965028937:5672027753191383844:12261647078154668707:15873262574267972854:2005981088611746445,5319155890501309:18050328109569661660:10278688924833318349:12846906168698514547:18016322771817660810:3180897863015405413:14450113823046615494:9571598604936300150:10070764291319519590:4321346392698972932:10548421306604971433:10694849168917238756:14678209915761143468:3169793886234756985:5788634918170624277:11091786110427978594:7274038914693714522:7164146495517875504:16778951401044839461:13785175597944247746:806019143885897560:13289537997241430517:704037602404859259:4874000653488657447:2729988839349908312:2130225277971618225:11918108540443481689:1297503475653461477:875288301984267479:17284833366302442725:1583758478599672642:2968250163160829752:148869380511458312:14696046482412492287:1041715120686271469:12631603741818605303:1833103480621533977:8278543411371032084:2709979539303615265:16947484308129280583:4560028104642468893:9566285680470133143:11055782183728910048:17266491034388273354:17831426497211825524:18095439419534750890:5001319358617038550:18136810288935916815:10777614228399149465:5197648862478255163:2383222757931468803:7131706441603686476:7620852654941179859:15836915833536079437,5319155890501309
mul,2,6710708170270764427:4370301860908382142:14291174205850030005:6367558856234929952:1037745186931706351:10662496957299904850:2892949179006876345:18100170607840320212:4842508796470633619:4774351324055591974:14320405609704721917:9996217812656945608:1228496007893098871:9401371301520501818:11673872057145445761:17109201035186151420:13406695977032295579:10428133450457077134:14238306096544513349:7394830473083208048:10795419176969114111:11588025650623425570:2923144585597952329:4715224788667830820:9307898149251714467:6083998237510779894:8967305716407008653:15215674698884056600:15527169356409633671:1383814917558645002:13696114319168509457:16794686431126147404:16404795236776476587:11489500739516319582:8909369041729269461:11983050939884169152:219045270257434127:9385428202966358770:10481901292615257049:17984786518411345268:7605197878584285875:2461312267564875718:14011790621568446749:6866420070475695720:10148838924229491095:9721122297739577818:12865121999043027617:14291341749062416028:16154861650039242427:5544875411860786478:3180977182682522725:15112308357364908560:15010267871183425055:9147814895315590594,13202898803171043096:15804451163510786183:9097857881479690762:7950163780767722257:12854641973668053580:11083220552184306859:10335578463743336542:14601129382625022933:3777427418691971264:6335640573984140047:6367131339811046386:16059947650471297241:7077336028941274740:1813930684824868787:13031605051622176966:13956680767317325341:7208541673406981992:329701728176162455:12619122748251394778:1465529427974240161:2091872891910236060:1487833703263820731:7753304241723860526:16101072301956057445:12845404749311574800:565931949746420511:5362647423101175490:3337751007019462505:1197661535903395268:6860138339901458627:2456612637113649302:5085687851769294253:5629516202558004152:1228206540304492711:18419960230210273194:7592707294772742193:6171978026412376300:12677790085914443467:10777248124082470910:10757778653600137973:4099593524795887968:856723061849419567:18343815970533760402:10127939130276340217:12470080725475803412:824982005093883347:2406086824938843238:9947134152082319677:14807690641519657992:9967966541696528055:7703815583747096698:14368263079245536449:11340951384235347516:14387162324058654171,8203713125662186030:8472259708579962658:11214158507429384330:17043635498206634044:3022536961247883083:6765980597429362069:2340245231909998829:4301183841737465896:10923303812564057317:2057941635862599223:8224217979192479728:18112513239345966425:8722779586594948761:2552334756417571814:12558833200358745189:13220951102844126534:17212665921916442066:13195240225026023786:16430569313449073120:14013063994312667159:8195684337385822109:7887949674731229377:8681841852281874060:6009635589016358816:3659851328880678683:13449568493962867163:6973151615391261371:17610570053317327943:17092339238455775261:15592269006306622836:9576978128857937850:5766372382202415642:277197152017941445:14556889030539304547:12788860099560023135:9285539766469160342:16781934753886622578:16621044553909398320:17451832958025761212:2498178892035530973:9138793164463474538:12527337128633966063:9171616196570946998:1671489756807270445:4082883632110189717:4466417208787009079:8159004606747090665:6888062130345513812:6207047468624594977:7199981512213424110:9642074740386773518:3263440675006237216:14630392616998235583:12911432044403753120,8203713125662186030
mul,3,9247328437795420777:11027978970868980932:9472038134516501443:3552977458702356374:7601252504965621933:10297803393625455288:14486452475134303143:1991046906183382698:313935304702800689:11722363634120675308:11410758668854993355:14520497871462180606:8910452644635467253:5674842258944757856:15647694512500048431:7192129068682785938:5038763979437255929:12287716980533751828:16565893743486607571:7201022677775381350:5662285133865706557:9080613743661310728:8496455456053518775:11491422572401063802:16323619703041853377:3918373998186798396:7309392109824534747:11387060765189969102:7965534112272145285:11128815146790163120:17582549132772514367:7500144463368839010:2095899760162628489:16304260988980066148:427181365906971107:10099448726631983926:261208331735163853:5688202652930195288:793875332670933959:12193850255697316938:2107886621563379793:7176574632161877644:9428593424006960107:17140154294728218270:3511296369901575445:3227087213076744448:17441680613858940495:6525554888628543026:5389185224058609177:13862674386206864052:17035431246107227891:17126843154807142150:18033802364005590877:2947562070674083752,12922907079609445838:9279472418007154821:10620039557424649136:17813524258644150079:10247794622610983010:9941808623434291337:16442358744312645732:9440436604233946851:7423031152904807478:9207664289421535437:1076120083100491864:14801126317722048711:917744136845759818:837034826179179857:15398801208115613580:5400232421830815979:11931544697236778910:7848760922523206165:18034892459795663360:1066555466915119951:12709087475066816306:13149686366053126937:13710482927142765492:16745241371243017203:2227778282664325126:2210329659543989341:7393194768905236648:26459716726662871:14936909494537518618:17274092912407974369:1458757420953355484:14657688100195942395:5000621636428580206:15066272401781966757:5980916309663413328:7778411602057700191:15305044993256577538:12768591939621081513:1940835907404247812:33161880275940611:5247891522814054358:18079229664672543725:3652478232892011768:15281748734860630247:11795908892563864298:8187912469850010225:2862363806640631340:13407700756667577099:8735581006078275390:15999268306308845877:10389064403885232800:2145801989732444015:15034935048608252114:15262995637843088441,12568727163686407581:8307803830833692530:6416437212061354620:4969704898232517917:1093111165839288737:899963369527178650:1484703726820036467:13767111042229135528:18419097671501654105:13079261024393803645:6845374517868988180:275084822971975294:536174587549845295:990983747209522494:7744434797427348919:15708528458522366821:5113424069849699981:16681851240369937469:12498459238171888880:247565733006950077:9511757891746872784:16099449825907973656:3970175636528595311:8205877254176283773:9274218678843009916:14034142264124381337:1513058843765782583:15149529020342817460:6326625936132064427:17175203947455912491:2842022666904731095:217612424743855232:8977236912307883170:10232976247754180115:1777132858734283543:8094988579574749557:17834292467234569895:5013742155195085541:7766263318586351362:13742309159095033416:18359473097762861651:7465444752805520364:11948022114540437353:7826352785259892366:873031651820582386:2437368517323918260:905037112422088912:7335216550198692703:5909315818356070666:7269212318326565641:15551178611371435060:4404253334208533081:12413348529705316424:9282255253920883299,12568727163686407581
mul,4,12529049355902654935:4503160408421658:7198108396604308705:275932951426487260:16325845288727601915:9453941358215294062:11488847618521473701:368709263487202128:18273585219438311007:7640877654389879042:609308378797956265:8972274184620220932:17451638661227182083:2057560460585342678:7603107420664082157:12124385902914687992:5888751996456651751:289390796148634090:12838194737423523185:18152769096550956332:18069362218058421771:12677150581826278974:15458558582431771701:13976244191063626144:7587637695798098543:12774472149950289874:5179252139130232633:10560442038331458900:14487221142980484371:13862179030020672166:10605736444559030909:5200298974609312840:13366045423821775351:13215213594410009274:6600341692601991681:10294179894696958588:10420763329773694235:15886986162707862542:4967917562037631429:2838797803838743536:10437465298993111679:15787495527353406114:9308108154581542345:8675215501185424548:15345172189996541475:18346415020621812342:17771439863211231757:4668016232978626712:14732703005121797127:11030150749665044362:13872882886074231441:16492313456506022860:91717458104084523:11123264287234762206,9131591556282750548:658181838131010067:11954677655786619814:12678494337350467453:10706078319668161864:15217771329164144375:4380160879985429434:14681485819684116225:7416804270972849020:8915242102760983067:13658018122723061006:18441888751889653445:13643868734204093680:2861265556170870655:17116526486411885474:4593830847153593033:10081753484361215396:17256860095398011683:2487987221664090998:12439934618922897165:11177730480528382360:11158391334926592263:2028195574341873802:17367986959327100817:10467273374122400972:81801582724056363:1426615078646496990:6308092563280572501:275914108435835712:14839792425421101967:1573554860129913458:11473108866807096665:587008689621367028:14289553656685678643:5993558291885057862:16140924447793406621:12176449246323554792:6785246078374758167:3380543488920185178:5263720045660220449:17847081490909667868:8909154347108131899:7055980463630640302:1369935200081151461:3518088024635352464:12722781106154933151:12992637487132241218:3736923239945794537:1475545998548138052:17134363303936647491:5997431827816208150:17750162683572238893:7103879896740433464:16735793180597176615,14517062863245836834:10130052781730758525:15060168059447046504:14719480454454019516:9173523411441098669:12291646886548503734:9208295113028505106:2654613385034642485:12461873351228616428:1778761499164920325:17504859382225739559:10554684149806707487:604776629047212860:5312525067349726055:3647554729155520300:4974049194206478489:8530118509083297746:2344385436784502295:3296930970901825863:7248491510553924896:523682113303907271:11038900572400481012:15931581762500040262:4325151827962543453:8761501201190162482:13194590777357360387:9225313653994727395:3593997680617197712:12581078406676678081:1312132392697880951:11657300524482508079:17391007339560308539:7669734412775607461:17644999416835784658:14876360320792198314:3596776114725649751:5988347485195870021:10602104716126896979:13118644590922989139:18257282706026682583:18388548801498244642:4305852022834296159:3081099539584758375:17904886813170057102:10143753814313859708:6686410655671253182:7210387496990599885:7789130655610827201:12548233802498104729:573317911589805266:17996566369740177933:1381418333648820245:6266823749322441722:10681711764721785117,14517062863245836834
mul,5,5432842113360710485:4166895405749267008:5903155957936156303:14603069414559211890:15184257300457467993:18158599656775821300:14894893805477008179:129300857092681286:2727424462162877853:16438025559797749992:7335239360309049879:7179334893462691930:7779738794530494241:8848663476060270876:9926668254374168379:1104500771446229934:7600161397000593637:10082669770182894736:14308935360972545695:5359954973736240194:5552260860972760809:13540896194721998660:8955460755401598019:10565126702231510550:2135198641911592237:2571093518682647864:945967537783864359:10568878246337686826:3078067535443314609:7033925898235177580:2863319383027206731:7056458211060368766:14121650202982431349:141130082433749728:3213617222911701679:7829221050880146194:15383977366303297913:5633459593671989908:2240038597163112787:6233846152450564582:17592813978552619197:909909374082086280:4471000386678432311:15660692522118401530:11343279684321000513:10612460280787031996:13758489105832849755:5700819577215963982:11498694489936123909:1029025655322604848:3157084036615301823:11064267967356896738:2125127282974926857:3396674706391564772,14820118222222636586:10261234070151978161:5319282439827725164:4847109012624533323:8778818546133294718:18036234884162199413:16790663767266694112:11890135347105570735:6394513316348093458:5911305466079905401:8081639894827805588:3328293713726117459:7816019958299040486:980920864606082493:12994233023369664136:6189042095319232311:5037514654222128890:4047877578325725505:17389786131198396604:12847856257527025243:1721609409764764750:4072839915698224389:13305221646616950320:17387355557149841343:13208622607139139298:12700272212854545673:8433404514512966372:4423767646683295587:13379929381084345014:14698071776189920589:18365927530196603608:6508974139516483911:13201206440870218698:13991655922613864913:10433774697403755020:4637496719925205355:18174550081950207518:12551829325120020117:9504070736902212736:7479892296552936399:634813681840688562:9284836710737983385:3029978234138799668:16598917349348306035:14576060676477525638:6200376329679198429:11603521287610712872:8672334752472377175:10862919221816956058:8882023264865551969:13301409750660202332:2903885795074492539:12223736111712814062:3232743665116906533,4541420673074857429:5057128839566136235:10306806400320127667:4963381951201842493:16303716587646569080:17623824200271989309:13975369680390588158:5871691936241529749:10999231570225455304:5153837247883813103:3984817924825134390:13827372601303862339:17293009805779740421:15815492593485328491:14181330680665351261:13526619386612347745:3564364426383933938:7533674747311736797:12351621701458169642:454014629148185797:12632424868386133847:16017417352745520308:4225442694069131826:3670457802163976303:15282244219663859861:6706923390566216346:8609322705531549852:9532098511678461863:5510659077489418:13537542284248823788:13667830391011148061:4266788838889424076:14264102976760920651:8721909870362276222:8638883100541420346:13152911066972504793:1719551111473443966:2266676194932112462:2946505449095323857:7850296976628721787:13207714875470603555:4804045202020754276:15847890180484667669:2627147367294661296:17279470360937341614:9981690004591409632:8873778029308113308:2697590661852121826:12755351046970885952:13878991719191057485:12819690361189412159:13843378073751476905:1915238326699437735:11991176034340169345,4541420673074857429
mul,6,3562781262187459171:6498854467123100086:3466074939242704973:2659886353586975192:8260696779475201095:1151356724878934730:15952388893724423377:15878575198176540940:15589940461727595627:869441366931354910:9844097195010537877:4520207131197246336:15840627811482404559:5722820289892803762:5067454041455887001:12553008986826038580:5676101600456847219:7569087559585523078:16746542132978832349:2022666073972171304:7852573375291103831:2189708093751348122:758761066265489761:11956258764852088412:3770890667245398907:16546362701374712558:10394547014905519909:14768986271300097488:16450819326960862943:8467841657140041602:7882141024777691433:17768962625260022916:15071789490106962051:12139635764765058390:12549665068321438573:12356780313476744824:11653501481908923495:11554655005453822058:284714568931521009:18168447210769110956:3172660847681289867:9390446329828832446:10091920792976181429:13278562569693697056:13643897330151910127:15867388635923504722:1154050619162411961:4128819541100048340:17243471013714695571:6086470095856843046:18142469392874661629:4549439568043613896:10244006782911947383:543313494853294394,8559225294319228624:14553034841741734879:6114818971488567426:11932479328633116201:9305079416664620420:8487097209613421955:8939364841087196758:9908318858229891181:6960512977135495032:10041372810333272423:3270476629976330602:4702218606021199601:16576853051198572716:319814437272476555:2431805519611104702:2764249972801940917:7586098083467580704:12678778384907524079:15293749236361955154:17623200848576772281:14870724146192384212:5511699307262628499:2261356842060706342:16031905828485426173:1287061932871057352:12800608303139041143:8231731860158898746:14015772181909900161:2071514988426298876:12675919136491606683:18171765857191668622:15955719736274164549:12699537852914337648:16072665652076699647:8494454633758843426:31954654399110985:17408329098085546020:12278581535246597027:15926644430498814454:3181587008024599437:14113299615676828696:9534647577521719687:6004360223473837834:9414100385121489937:10559747064593266508:460694856534191531:5425301268350180702:5085625157099015381:8792452366670802368:6641981877758217231:13234507658567307506:12037018903059286489:13735389366515442548:1180120179282200755,15659705390414839073:1376836043684912308:7854242412177078665:17915676879038105729:1362642927695558484:4829077994420401373:17705693461389894834:330694505939080347:7526938926446436912:12875338794397112078:10331948218948918434:5840248288926076529:8410679266121599165:14216361345559536890:17958147183234528475:12339342490128448803:4863719494306951780:10761829760365349539:7167841971047788999:3437687759405915692:14737427336314979498:17823489128056528344:6609678922598318290:11452348211743456102:1560851946611501326:6935269785192533279:3461290359286258632:16279843487244678593:16654359873642211179:17499987239918486599:6941440226775489162:11876254294919244608:15937113898896354093:7668521874141320769:13544177642235431313:7049004955466776807:16647961857102299823:17425661276659682501:9227052771010624726:15663997075995693227:18046526077101861769:9682092783019947766:3685347008369320404:7092843256818157004:1014854609709026737:9946914123554968522:14454555701006911976:7905405978023063233:12504626456536398875:8468687886400987107:363618896879769825:25599608843794088:4804722726896357627:9584757890181137547,15659705390414839073
mul,7,2904134326834280065:4072885588945769724:2664889388066256283:1830091067460375182:16396584781629584965:12859604834941175408:6098204335558144767:4138407919705028898:8893535733725571657:1752196423180396324:1947218843441282723:11858799275699986678:4097881377159255693:9607434332434098968:10528214427741928583:7180532189082361354:14663054704270688017:7970608335830615628:14330979696816279723:3225960136716911710:8316463694221010901:14863123017362369728:1306003567216451343:12529174224832538610:15656017579663889625:17640699210782659188:3402328428281990067:2460325279921626310:1650836564052281885:14254665578972097384:18342334871916788375:6096153694889424602:1726559538386881441:15182292727509363612:15860853288195493819:3508032008495794734:12352472174330486117:6466442470107006736:5377811358059786015:13550616867533155010:6924089129712157545:16092123307475546564:14354786140111600835:7370839475610070166:16315898932624212397:5973579294411612088:15001345180478774439:10240715140270973866:6289605830765632561:9279425482693641452:7860835352615908043:16075259635408036862:10343175654342629109:10695319893766673760,10339749704119915974:437716867730181917:1907382486291680360:17169525936825747351:6994622847201279962:18281288442683072673:12751168469862849692:8123467263317109947:13166336210975843118:14592955795283919461:1298354294705899536:9790079395055016991:9950240328769000386:6121096950231464041:2208620682047996612:2283831237714868675:2904517379002639766:4969533228980766381:15169456426475552952:5145311927684852135:9104754246546549930:16088645584787173681:14837199397940934124:3582975699506139083:16162951009265286398:4882656748788349941:12494987478881654368:1220563676589969455:17168659692802894482:17782633637548894969:7106119939241219604:14364318863270760147:11533985347086649702:5889569803175576125:2566498450470856968:18328975143653502903:4629521530135506298:6796884022538913217:2777522685671572284:13657913281029723867:6729533016310541006:2493970547301022085:12121807440790050992:7993120474858547263:9013845193045316962:9074353451723710857:9176162945421483364:18308258479035140067:12261866604387156278:13388430734757806541:4840020492609766744:8558175580334447047:11719957042110628426:7908624843136704081,17736661402283145824:8056241086307659570:13399610193320814446:7963942433012128025:8786910938832410510:15742624772355052081:17091928515622144958:13800342258272736949:1096556008776346015:3074360877111120465:382701488094958129:7047001155673007593:12317965413354724304:4926339167218046254:949333077963735966:573347247269953855:3365138391794842174:12711841933921597096:7729827443770425919:9333722503812929799:13963248897066616414:16548106102714817735:15473453923170313967:11458823383724168082:6107182967675330409:10828078145970668742:7266072681743295075:13818643195641440062:10507131526172571187:91194108575599165:17159469914791279077:2168917641219772907:7328177260533783311:438280012135686709:5998974559962498927:4440176218758095672:6772071846847624100:6729296341211593701:7420320698635226394:4583650103136466443:17901730310444043693:3833543375242916423:3076998913785359246:2076178417606249512:14791732803587083581:1542995146292043452:12693041453148542464:16119612343963982122:9095571289707623479:13379914014095996116:14626664203003772615:14219997335823661259:5294445266808253592:9049127969164524656,17736661402283145824
mul,8,9285250188199945007:12254916404206977426:4891175094397531641:15383831061175256340:457473144270819795:11769237882701631590:2596987753547054397:18262276768122701832:7304611609921282743:6090814322001159290:2572024923981082817:115478474346566204:6988138594968140251:10467551088950055374:17379869946650612869:17695951846232545200:5539410953407085375:11323962303384366178:13472050698635668617:16774411033437441124:5186589525323795171:16042581581039388726:6309345580663602381:11804187365842494552:14815173050189188295:849589051254438218:14894761810683300177:6953513571391001484:6918647473332987115:13038495039137649566:5774316269314659861:7852430279665651200:4666684521738008399:8003775769172716338:5297954696412391193:1202851705174329268:14616054568564074483:12164049234681762822:6487228730261078109:3355325049587119272:8722575175071308503:16709053123549979162:6638283323748853217:5417248207856257244:9245733389981447163:2195747477621434734:11385971541252840357:7328295101495326800:10112578042938922847:6756378252137250306:1082139345525532073:18257508001986164484:10549691101922633987:14331602440513041366,10148017536042665100:13062673671032652267:2470217750192532638:16295653287771945749:5887370619346669312:13937424144895239247:2347944534784332850:3553842644970019865:11851296824393095348:6891360524552791283:5129443489100254470:3692615476323124573:2892690967879357864:3980929416984766423:3906845787688446746:11090074961177967329:10367216298543462876:680712345255825659:212275307959501422:2995152333651099813:9525225052141271376:5300791300475864159:1244648602146547458:4690372936099814057:178306293114980356:16746923264228042243:3355145110868470998:5360903432181877997:5449931896803678712:8530921953707481575:9501147575263848426:2297318456533113713:7181088485103772460:17234253811411223563:13203371962719874110:6607354594590263861:4420734329734797216:1946784262816893039:13073386536730004946:13853279495634001209:15495119967729904468:16175700444737112851:3887479582587740326:4414357518908938365:17502543302383243848:16951862984805609463:12001173162606704826:1202138169414336513:2501919780283695228:6893716583161355035:8495098382286187022:3924679604375689157:3573350736750045680:18299131898349727871,895167819208817579:9290936751182918296:14101820493328102704:4587839984586364330:12174318880004417076:9947779093342788737:8320564445387014815:7773192018504764022:16491285386111846399:1745980439291823663:20390629482758386:6729356860605514753:8261443060216992584:2400452734688032408:2097223491195677987:6952083354957486478:720213724348623048:7120756235007435209:10837654237335648281:10507025621390069962:4192573238451343258:17718859591276326192:13844284083156080885:15463672843144758804:6055412103907489092:4543083839560811556:10710042833932027187:13962494631816100996:16120473501940558442:9730366240669536945:12387264528520588355:6299155392046231395:13015024199112002717:863997661709374303:6543413146805822546:8585716885089292509:16685286630627465262:812957241970975622:7107409097330054108:1892716152117356295:16131007422507683428:6975717810873296532:17510310465879687322:8269351188375929804:2569667668188299085:6284796804206625089:17877538200781329283:6260706988284581115:2853776975938526136:914241340735244616:10967577602132493621:11664336176903039803:3576246577167369595:11704189280264616523,895167819208817579
mul,9,4439609538147665901:662136716316227832:8459877993425407207:11274381565623754474:15006481487458158193:4627396327808561708:1281400632365213451:7767675544030909246:16235506175592506677:5287269361064498848:6698790409986251631:6335949209441756370:9810804260178520121:8192419471363611220:10495201949422636563:17571526469572634534:4035618007697314685:15362010374931198280:7914263223187563255:2698306579139948474:4645317873843464961:17718146006343929724:5523125378142469659:13263158044250083598:12625671441771819717:14381716831052654832:16547986291063980927:16379130045058916258:11679780117685104329:12706295261441274276:16170680771904673571:18024433499662643062:2395252721340719885:3275946336266689944:12874453373476281607:18349709330718135434:1866824997546070929:10755653312585162956:6613339085950794027:6439072715175650014:17039798137274696789:3249897089361669952:9435969956960128911:9036265279513423474:11245323443710785881:10693940795147517172:7174954605234979891:3827736481874840390:4150729628050470557:4939001749224619496:446648102244465431:17431107897497963866:8042995019682529313:15641096953947989532,7087999050206382242:14294705996399961033:3240153950805901988:17430682596958770211:12531655061362763894:14939908794867574797:627143901648502424:16273425578444548615:11678267317246205322:3170300425127831697:16687276859717652940:7802260537420011051:10124635026822691806:13952608898416142677:16021003271855419456:12671442491584527503:5585231377530460018:10453144735881801305:6512154118717656564:9933965086843224371:8425729638452839494:16590346864949083037:2383715438788599528:6467536161956612119:6277124674087491162:10431420927462544673:6938050179823736604:8031931326359074107:3391980479150285230:7721058284591742693:15988458709867260560:11620621627272637599:5127662976629324354:10150888198483344617:6954219988529024324:2705091996762378819:10859104342024582166:5258101254051418925:7514573069857026872:14492391772953217575:13314465654251397930:8111189512861812145:10974191957736607852:12685869484765591627:16458227400449923966:1461972523677964405:2940877924425570528:16070046155294474415:4021706542670737682:13559867507374018425:1774593630863687828:3257537482826057555:182577186725689318:12427433244253695677,248995659870738340:6332617163326394706:3412743382199587707:7143085606494957314:7660607315799643172:17577052281564568157:17941469387175724732:13835210062870838076:14247627421659073488:11881012253366590980:3637570916757144204:2488957903356947843:15216220872582109319:1282117872309716552:10708125535194803625:13384530915883319968:10657096208874177248:13238948144646700987:17553093918759524069:17044497430411776973:15747342863757877891:1090197310428700864:4457892637740866707:3397289508749581694:2769704715394851025:14371046307109998290:7395446354968396025:9189617390519168633:5258755431920800923:13516508003603965914:2909065247931048567:2747117431774192598:7487735679698754873:10489178412227249038:7934284520057025183:7466919300595756698:3007653756234718403:15703806623651533012:593608086558191208:7567960748135456460:13063299128294194990:6758707458137836431:10127602885215299068:3322854253592496778:11894914556941536873:2637245697898681992:2055119931283195663:4410235339241124349:13735568981972923043:2376274088384328872:2420365520846966301:5304528483262954660:16871922512619052090:7698861196790353445,248995659870738340
