# superneo_eq_mle_v1
modulus,18446744069414584321
eq_cases,64
mle_cases,40
eq,0,8,1,0:1:1:0:0:0:0:1,0:1:1:0:0:0:0:1,1,1
eq,1,8,1,1:1:1:1:1:0:1:1,1:0:0:1:1:0:1:1,0,0
eq,2,8,1,1:1:1:0:1:1:0:1,1:1:0:0:0:0:0:1,0,0
eq,3,8,1,0:1:1:1:0:1:0:1,0:1:0:1:0:1:0:1,0,0
eq,4,8,1,0:1:1:1:0:0:1:1,0:1:1:1:0:0:1:1,1,1
eq,5,8,1,1:1:1:0:0:0:0:1,1:1:0:1:1:0:0:1,0,0
eq,6,8,1,0:1:1:1:1:1:1:1,0:1:0:1:0:0:1:1,0,0
eq,7,8,1,0:1:1:0:1:1:1:1,0:1:0:0:0:1:1:1,0,0
eq,8,8,1,1:1:1:1:0:0:0:1,1:1:1:1:0:0:0:1,1,1
eq,9,8,1,0:0:1:0:0:0:1:1,0:1:0:0:1:0:1:1,0,0
eq,10,8,1,0:0:1:1:1:1:0:1,0:0:0:1:0:0:0:1,0,0
eq,11,8,1,1:0:1:1:1:1:0:1,1:0:0:0:0:1:0:1,0,0
eq,12,8,1,1:0:1:0:0:0:1:1,1:0:1:0:0:0:1:1,1,1
eq,13,8,1,0:0:1:1:0:0:0:1,0:0:0:1:1:0:0:1,0,0
eq,14,8,1,1:0:1:0:1:1:1:1,1:0:0:0:0:0:1:1,0,0
eq,15,8,1,1:0:1:1:1:1:1:1,1:0:0:1:0:1:1:1,0,0
eq,16,8,1,0:0:1:0:0:0:0:1,0:0:1:0:0:0:0:1,1,1
eq,17,8,1,0:1:1:0:0:0:1:1,1:0:0:1:1:0:1:1,0,0
eq,18,8,1,1:1:1:1:1:1:0:1,1:0:1:0:1:0:1:1,0,0
eq,19,8,1,0:1:0:0:1:1:0:1,0:1:1:0:0:1:0:1,0,0
eq,20,8,1,0:1:0:1:0:0:1:1,0:1:0:1:0:0:1:1,1,1
eq,21,8,1,1:1:0:0:0:0:0:1,1:1:1:0:1:0:0:1,0,0
eq,22,8,1,0:1:0:1:0:1:1:1,0:1:1:1:1:0:0:1,0,0
eq,23,8,1,0:1:0:0:1:1:1:1,0:1:1:0:0:1:1:1,0,0
eq,24,8,1,1:1:0:0:1:0:0:1,1:1:0:0:1:0:0:1,1,1
eq,25,8,1,1:1:0:1:0:0:1:1,0:1:1:0:1:0:1:1,0,0
eq,26,8,1,0:0:0:0:0:1:1:1,0:1:1:0:1:0:1:1,0,0
eq,27,8,1,1:0:0:1:1:1:0:1,1:1:1:1:0:1:0:1,0,0
eq,28,8,1,1:0:0:0:1:0:1:1,1:0:0:0:1:0:1:1,1,1
eq,29,8,1,0:0:0:1:0:0:0:1,0:0:1:1:1:0:0:1,0,0
eq,30,8,1,0:0:0:0:0:0:0:1,1:0:1:0:1:0:0:1,0,0
eq,31,8,1,1:0:0:0:1:1:1:1,1:0:1:1:1:1:1:1,0,0
eq,32,8,0,8415901838950616919:11585686927487376538:8316875192789266017:11560950462487201628:5769147993031405691:15153982194269965294:963815676875369509:14611346055376101072,12934065943783888540:5237236793151397563:14955600277351410990:366636929359070309:4362399166891893264:5861745534236913183:10568999811013623234:5595648197157886569,12476473687014909541,0
eq,33,8,0,10209867908991191560:3548880607446940855:10104267856031741562:17736428270742919873:2690342790595851324:12074530122815763419:17261635318814475214:9227414846528511621,14728032013824463181:15647174546820513496:16742992940593886535:6542114737614788554:1283593964456338897:2782293462782711308:8420075379243177323:211716988310297118,8562865455249663524,0
eq,34,8,0,12003833979031766201:13958818361116056788:11891660519274217107:5465162005289086502:18058281661869848573:8995078051361561544:15112710887044029303:3843483637680922170,16521998083865037822:7610368226780077813:83641530126810464:12717592545870506799:16651532835730336146:18149585465038061049:6271150947472731412:13274529853172259283,7699096633512883190,0
eq,35,8,0,13797800049072340842:5922012041075621105:13679053182516692652:11640639813544804747:14979476459434294206:5915625979907359669:12963786455273583392:16906296502542884335,18315964153905612463:18020305980449193746:1871034193369286009:446326280416673428:13572727633294781779:15070133393583859174:4122226515702285501:7890598644324669832,10678025804351890821,0
eq,36,8,0,15591766119112915483:16331949794744737038:15466445845759168197:17816117621800522992:11900671256998739839:2836173908453157794:10814862023503137481:11522365293695294884,1663186150236635488:9983499660408758063:3658426856611761554:6621804088672391673:10493922430859227412:11990681322129657299:1973302083931839590:2506667435477080381,17766899009250181499,0
eq,37,8,0,17385732189153490124:8295143474704301355:17253838509001643742:5544851356346689621:8821866054563185472:18203465910708507535:8665937591732691570:6138434084847705433,3457152220277210129:1946693340368322380:5445819519854237099:12797281896928109918:7415117228423673045:8911229250675455424:18271121725870945295:15569480300339042546,1148599335709339636,0
