# superneo_goldilocks_v1
modulus,18446744069414584321
add,3234478586633078098,14562632777540591289,17797111364173669387
add,9660031425324707540,16290251955829123219,7503539311739246438
add,14270951637952172070,306410255688544765,14577361893640716835
add,17820948633459084744,15587117814634046839,14961322378678547262
add,869686445661806650,1006874229391602049,1876560675053408699
add,16429042353961415676,13286775632922421403,11269073917469252758
add,8509972808339720590,4094014740031676741,12603987548371397331
add,9163714098563683696,4377918523309315583,13541632621872999279
add,1381394766048993314,6585512880503457097,7966907646552450411
add,4685982833126385188,7894201681133146531,12580184514259531719
add,3758176139395135478,2788224235085635981,6546400374480771459
add,10003257312858692120,116811144248835975,10120068457107528095
add,15049334374374024458,7889841903965665809,4492432208925105946
add,17881240131621971276,5027902409662989227,4462398471870376182
add,5310768483291626334,8728142580824429269,14038911064116055603
add,3500776558468447168,4140524077074530831,7641300635542977999
add,10186422982729797362,5782336924836048857,15968759907565846219
add,15169414407469633908,9905169586737422003,6627839924792471590
add,13877018319967040454,14171244588041426205,9601518838593882338
add,3131132516143028840,8142527257008012695,11273659773151041535
add,11576942519308910042,9102083693983712929,2232282143878038650
add,8340218192647473820,18434994829673530043,8328468952906419542
add,16887482051148792110,13101245278989109349,11541983260723317138
add,6038303469625267728,10979286560166384159,17017590029791651887
add,5688198464352227778,4365943390073445993,10054141854425673771
add,9743354124916994244,13895524613667082179,5192134669169492102
add,8375777497035752342,6368778658423590061,14744556155459342403
add,13888615558801837752,9372042513326088103,4813914002713341534
add,10515253959953279658,15029546562757138225,7098056453295833562
add,1094606984241669100,11652706779371382219,12747313763613051319
add,17909461798861822718,399295492280779253,18308757291142601971
add,6806251203990840416,5265699969406682671,12071951173397523087
add,9641570110086916242,472576008322945273,10114146118409861515
add,813766663441810452,8982333394591360211,9796100058033170663
add,11873004628680681318,6114505172655966269,17987509801336647587
add,975047689062364936,17775804904126588343,304108523774368958
add,1778093809577061242,17101775088690326465,433124828852803386
add,15106095835537256764,16081052069221592283,12740403835344264726
add,3819280814822738126,2876891353759711109,6696172168582449235
add,12979963464295573168,3389159302524263999,16369122766819837167
add,11467717528444425058,9385019978443704201,2405993437473544938
add,13298294899411028836,5100743353335717347,18399038252746746183
add,16990523608211119926,4405703259941734349,2949482798738269954
add,9481595285687636824,1464700900417310663,10946296186104947487
add,11589660861637361738,14983065804802147409,8125982597024924826
add,7050580495674585740,905989996058433515,7956570491733019255
add,12660459732129548958,2882208862956142869,15542668595085691827
add,4514579222872382720,17478617352270731855,3546452505728530254
add,24835895275721266,6185036379760624153,6209872275036345419
add,16829781098060793524,8073181355696863987,6456218384343073190
add,3565119569517701894,18065065556516621149,3183441056619738722
add,10684712057308570536,3418871260931218903,14103583318239789439
add,4279092075115784474,15200845489376305377,1033193495077505530
add,2669504397871638492,2738658235189487355,5408162633061125847
add,6492004630935871598,10624809900352685733,17116814531288557331
add,5698005383962937168,3412551934218746463,9110557318181683631
add,10707109751718143234,4265436861588095145,14972546613306238379
add,11791236962764600836,16896347143706704899,10240840037056721414
add,974654084286139094,9245977629695988461,10220631713982127555
add,11481417158956492792,8916800452914548711,1951473542456457182
add,10966934924587591146,18374096862975132017,10894287718148138842
add,3811524013134074156,17459301991003494923,2824081934722984758
add,6076544972872288830,14938259327390912565,2568060230848617074
add,1725365357748069792,10403307361324039791,12128672719072109583
add,15685073834109848530,5067673164157289273,2306002928852553482
add,11118550305439897940,6141795300997718291,17260345606437616231
add,934614209161035430,6321347969711283837,7255962178872319267
add,13781522171673763912,9468290638968694263,4803068741227873854
add,14507757922690741946,10706152739788056065,6767166593064213690
add,13368023386492300924,2348130542640754971,15716153929133055895
add,14971781638866683918,17922659822020468165,14447697391472567762
add,16551047346824443888,4271605821785286271,2375909099195145838
add,3957146241250936482,15938650308306454985,1449052480142807146
add,15201814188708114596,17835216155641113123,14590286274934643398
